user_id,result
1156,"[916993, 15926886, 1007136, 936594, 6552318]"
1157,"[855138, 1077048, 865705, 945805, 959737]"
1158,"[928049, 897752, 929018, 992622, 948670]"
1159,"[8090532, 5585510, 6391080, 1050741, 852015]"
1160,"[1029624, 837107, 1127758, 1062966, 6533765]"
1161,"[862349, 1038217, 992622, 9419525, 1075007]"
1163,"[869577, 1106301, 12263788, 860975, 9522059]"
1164,"[1077975, 986947, 885406, 9802981, 1079913]"
1165,"[944139, 819765, 845193, 5569374, 879734]"
1166,"[1039156, 843464, 954642, 12263788, 906844]"
1167,"[1062002, 1070820, 865511, 9707240, 968072]"
1168,"[1019637, 908531, 826144, 916993, 836262]"
1169,"[846823, 819927, 910673, 1002850, 1038663]"
1170,"[1023958, 1110764, 1062128, 964521, 1034176]"
1171,"[908064, 853178, 1092026, 5572220, 864893]"
1172,"[963686, 850058, 9420312, 1007136, 1038663]"
1173,"[970119, 1044895, 13842214, 1040346, 6533765]"
1174,"[935968, 986912, 1063207, 1093603, 844462]"
1175,"[962266, 963365, 1075368, 1055425, 1053022]"
1177,"[1062002, 1127179, 990897, 1054957, 1118623]"
1178,"[992622, 1069039, 6463710, 1116821, 891901]"
1179,"[962229, 901543, 971922, 1016800, 12262978]"
1180,"[849843, 1118533, 5587656, 1093413, 6533765]"
1181,"[1029624, 908531, 1037840, 1069039, 1038663]"
1182,"[880150, 900802, 1108168, 954495, 6533765]"
1185,"[934369, 10149640, 848319, 1104349, 1013928]"
1186,"[1094924, 835279, 5578547, 1126899, 1048257]"
1187,"[1038462, 1048462, 991951, 896974, 982469]"
1188,"[843464, 1005186, 1107553, 825176, 1014732]"
1189,"[819840, 1026118, 1082212, 848071, 904997]"
1190,"[1127179, 9655483, 8090537, 1043920, 928263]"
1191,"[890695, 1072968, 999104, 1115576, 874972]"
1192,"[911703, 932863, 958700, 831536, 6533765]"
1193,"[957951, 957736, 989101, 8090521, 1013928]"
1194,"[912681, 1038745, 901976, 1081189, 849202]"
1195,"[1075368, 823176, 1009449, 1054262, 959737]"
1196,"[901062, 867931, 1047076, 1117393, 6391152]"
1197,"[856252, 985911, 13842090, 971922, 874972]"
1198,"[915064, 1024306, 1105623, 900586, 1000753]"
1200,"[944139, 1080429, 7462562, 926905, 829291]"
1201,"[8090537, 6464165, 5567502, 1056509, 866548]"
1202,"[836085, 5567148, 850058, 968774, 906844]"
1203,"[1072523, 1038462, 1112473, 900697, 982469]"
1204,"[822785, 5590613, 926905, 999971, 852015]"
1205,"[1072086, 1129576, 1075368, 1053690, 1013928]"
1206,"[1069621, 1030093, 918335, 896862, 1134483]"
1207,"[891141, 1077555, 967395, 8090509, 874972]"
1208,"[1098284, 820122, 1031316, 928049, 10198378]"
1209,"[861445, 1093571, 953539, 1107839, 6533765]"
1210,"[9575582, 944486, 1070820, 1091520, 948670]"
1211,"[879504, 1047769, 9333734, 6534201, 977927]"
1213,"[1044805, 1130777, 926905, 944486, 1129049]"
1215,"[989101, 1089392, 1027835, 934399, 9363315]"
1216,"[1101010, 946995, 10344585, 1040807, 969725]"
1217,"[962229, 1075368, 1108168, 944139, 1075007]"
1218,"[1070820, 989101, 892531, 857736, 906844]"
1219,"[1039156, 907128, 934369, 933067, 1050443]"
1220,"[1118533, 828106, 928049, 1120741, 1035321]"
1221,"[896085, 1055504, 989101, 915493, 1034176]"
1222,"[1037840, 5570383, 895930, 944139, 12810464]"
1223,"[1005609, 937791, 969419, 892008, 1021324]"
1224,"[1025611, 969866, 999779, 953561, 948670]"
1225,"[954495, 898601, 1092026, 997011, 863762]"
1226,"[1070015, 890695, 963971, 1071939, 906335]"
1227,"[929018, 970619, 845193, 1055737, 968072]"
1228,"[1005186, 983795, 8090536, 879504, 1065538]"
1229,"[1037332, 965842, 894439, 1000237, 860248]"
1231,"[1110142, 1105506, 8359154, 894439, 1108094]"
1234,"[1042702, 971922, 916990, 1062128, 933354]"
1235,"[893501, 7442008, 986187, 1011926, 995151]"
1236,"[1037840, 999971, 902172, 1001148, 1021324]"
1237,"[841266, 821083, 1045586, 8177622, 949345]"
1238,"[819765, 879922, 962229, 6773204, 970747]"
1239,"[1127624, 5582712, 847049, 856772, 833940]"
1240,"[944836, 1044259, 1028816, 1046816, 860248]"
1241,"[969568, 1053690, 1037840, 862070, 849202]"
1242,"[1038217, 959316, 1023958, 1112238, 956599]"
1244,"[1075793, 1042942, 945652, 871909, 904129]"
1245,"[969866, 950206, 916381, 819308, 6533765]"
1246,"[1126899, 848684, 1137507, 1040807, 878715]"
1247,"[1009449, 1126899, 933835, 819927, 906844]"
1248,"[865511, 925862, 1095040, 6773204, 829291]"
1249,"[7025106, 7409670, 12811532, 913894, 964717]"
1250,"[905436, 1104414, 1107553, 971922, 948670]"
1251,"[1067695, 882496, 844165, 960613, 901067]"
1252,"[1052912, 847982, 965292, 958137, 1000753]"
1253,"[917033, 1122928, 1122358, 820486, 1048257]"
1254,"[856435, 993441, 1034955, 1057260, 1055382]"
1255,"[894439, 1077555, 1072523, 947798, 964717]"
1256,"[1137688, 1022254, 1058939, 1091365, 938138]"
1257,"[847207, 1126899, 880253, 999090, 833940]"
1258,"[5569471, 852600, 821787, 5995281, 849202]"
1259,"[8177622, 960732, 1126870, 970119, 1038663]"
1260,"[999104, 1058997, 879528, 941198, 9677366]"
1261,"[1056212, 840227, 861445, 1110042, 948670]"
1263,"[1070015, 9575582, 1016800, 850102, 10198378]"
1264,"[1031864, 1083787, 1107553, 5592610, 1087618]"
1265,"[1042544, 1067606, 1060872, 935968, 1054402]"
1266,"[6602697, 8203851, 831536, 857006, 12810391]"
1267,"[13842090, 970119, 1081189, 1003649, 1108094]"
1268,"[1082990, 955431, 5569471, 868764, 1116733]"
1269,"[1057260, 908318, 1031316, 898847, 874972]"
1270,"[1026118, 835243, 1025650, 887219, 1021324]"
1271,"[6533936, 978343, 885290, 914318, 12262830]"
1272,"[868764, 6602697, 6514085, 1005186, 948670]"
1273,"[850102, 1038745, 838186, 885406, 841236]"
1274,"[5569792, 879504, 5568072, 1002771, 1091342]"
1276,"[879528, 1019247, 1026118, 921614, 6533765]"
1277,"[1090884, 13115493, 1116635, 8090542, 1038663]"
1278,"[962229, 1086061, 944534, 845193, 1108094]"
1279,"[969866, 846823, 912681, 988572, 1000753]"
1280,"[950824, 15596025, 1031864, 1017127, 9524291]"
1281,"[965842, 957013, 970202, 1112825, 874972]"
1282,"[1127758, 1096317, 1108131, 1047968, 1038663]"
1283,"[987724, 1031697, 995876, 10344586, 6533765]"
1284,"[8205218, 1129322, 918638, 879504, 864893]"
1285,"[947201, 1035676, 1042544, 985999, 904129]"
1287,"[1130375, 862349, 879528, 1024731, 12731543]"
1288,"[862349, 923746, 1062002, 879506, 1034176]"
1289,"[1110572, 1055155, 892008, 991951, 1075007]"
1290,"[939636, 6464086, 969866, 825749, 836445]"
1291,"[962229, 1126808, 1054814, 935578, 874972]"
1292,"[1112333, 948232, 923670, 935570, 12810464]"
1293,"[969419, 944534, 1097815, 1133312, 908843]"
1294,"[1126899, 832001, 1116821, 1067749, 878715]"
1295,"[8090509, 1072523, 931255, 860975, 1038663]"
1296,"[935578, 1070076, 845193, 832678, 1007279]"
1297,"[1026118, 1003600, 1112238, 1076587, 904997]"
1298,"[873203, 859010, 931255, 901776, 909497]"
1299,"[896085, 897125, 947798, 834117, 12810391]"
1300,"[1055504, 1118627, 1070820, 9245108, 899019]"
1302,"[1127716, 998119, 1076875, 882190, 886370]"
1303,"[1091365, 1067749, 8090539, 1112238, 1118946]"
1304,"[871611, 988693, 1122085, 1126808, 1118623]"
1305,"[944139, 1051323, 1110572, 1097239, 904129]"
1306,"[12301839, 1085333, 1005186, 1027068, 1013928]"
1307,"[906262, 926422, 986912, 1057102, 10198378]"
1310,"[1120741, 963502, 1082990, 833025, 899019]"
1312,"[983584, 1137346, 911974, 1045586, 12808385]"
1313,"[822407, 982790, 983936, 1130763, 5590465]"
1314,"[1102416, 1050741, 1070015, 917033, 849202]"
1315,"[1135681, 1058930, 1082212, 920844, 948670]"
1316,"[982790, 948086, 1034955, 834103, 939891]"
1317,"[1138292, 1120741, 1108168, 1007269, 1038663]"
1318,"[821083, 1028816, 947427, 1081189, 938138]"
1319,"[1092264, 5569471, 947326, 993339, 878715]"
1320,"[879528, 1127328, 905539, 896085, 12731432]"
1321,"[981591, 1075470, 1016800, 1040346, 12810391]"
1324,"[857849, 838186, 832678, 1040807, 904129]"
1325,"[832001, 13008412, 999104, 900586, 1138423]"
1326,"[1002558, 9575582, 1056212, 873964, 6533765]"
1328,"[844165, 875089, 912681, 13841744, 6533765]"
1329,"[890695, 1088740, 5569374, 1057260, 1004436]"
1330,"[856252, 819978, 1016800, 1131438, 849202]"
1331,"[1031083, 890610, 1031316, 1011300, 1065538]"
1332,"[997309, 991223, 1081189, 1112205, 1079913]"
1333,"[1126899, 888586, 936924, 5995603, 948670]"
1334,"[879755, 916381, 896974, 1012873, 852015]"
1335,"[1010681, 835973, 1129174, 866871, 6552318]"
1336,"[918368, 833025, 926905, 1138443, 9835223]"
1337,"[923670, 962229, 914318, 1053690, 879734]"
1338,"[842392, 5565322, 844165, 1098284, 5995129]"
1340,"[990251, 1116476, 1024032, 951412, 1004436]"
1341,"[1009368, 970119, 1023958, 906763, 10198378]"
1342,"[1046816, 1102845, 936914, 975633, 827911]"
1344,"[1098435, 7168057, 850102, 898847, 904997]"
1345,"[895540, 1110695, 5569845, 948086, 1004436]"
1346,"[1129982, 5569993, 5574377, 486782, 1021164]"
1347,"[1089766, 849202, 984680, 861445, 982469]"
1348,"[879528, 986912, 9242918, 1007136, 1048257]"
1349,"[883932, 1040807, 895295, 5570383, 849202]"
1350,"[861445, 999581, 919534, 845193, 836445]"
1351,"[1048373, 1075214, 860975, 896369, 1057749]"
1352,"[871722, 1116050, 900802, 823099, 1138682]"
1353,"[1050851, 1118012, 954642, 1037840, 874972]"
1354,"[1005186, 944534, 1003600, 12648296, 873085]"
1356,"[939527, 1046816, 946839, 951727, 1111080]"
1357,"[860975, 1090017, 862349, 970119, 866548]"
1358,"[1093966, 849843, 1089766, 1083446, 1110111]"
1359,"[849843, 972437, 1075368, 942817, 1129049]"
1360,"[971807, 5591154, 9859128, 845814, 969725]"
1361,"[1092937, 1003487, 819765, 972665, 1107420]"
1362,"[7169088, 921406, 9653535, 1121393, 921438]"
1363,"[1082212, 862010, 1102416, 971922, 938138]"
1364,"[862349, 1056509, 1135834, 1007136, 1119993]"
1366,"[922561, 1082172, 1139827, 1026118, 5566800]"
1367,"[1116635, 1110572, 1005274, 8090550, 970866]"
1368,"[944137, 9296919, 858439, 12301405, 1134483]"
1369,"[1011926, 1009187, 1097239, 867138, 857538]"
1370,"[8090539, 919534, 944486, 936634, 1000753]"
1372,"[1137775, 944317, 1125391, 845307, 1058754]"
1373,"[1007269, 1102959, 1087081, 5569471, 1018818]"
1374,"[944534, 1028816, 1037840, 896613, 921438]"
1375,"[1051516, 948495, 927191, 1018050, 1038663]"
1376,"[824073, 1036347, 1139493, 946995, 1034176]"
1377,"[863802, 825994, 1091365, 1007269, 956599]"
1378,"[909268, 9297474, 1037332, 12946027, 6552318]"
1379,"[962229, 1010190, 1130777, 916990, 863762]"
1381,"[956672, 841309, 914318, 1092303, 6533765]"
1382,"[1070782, 6533368, 5570383, 940947, 914240]"
1383,"[1077975, 8177622, 903738, 10457121, 1108094]"
1384,"[882441, 1139525, 1031083, 869177, 904129]"
1385,"[1112754, 5568197, 1033615, 1104649, 1038663]"
1386,"[961979, 938300, 906262, 1091365, 6533765]"
1387,"[854133, 1017369, 1082212, 999104, 1000753]"
1388,"[1076875, 1022066, 1042544, 997025, 12525270]"
1389,"[1058997, 7025114, 12263788, 13842090, 1069312]"
1390,"[6534077, 994928, 12648296, 5563693, 1048257]"
1391,"[873627, 965772, 895295, 991223, 970866]"
1392,"[862349, 5569471, 913278, 936914, 837569]"
1393,"[1058997, 895268, 1062128, 926796, 12810464]"
1394,"[862349, 962229, 873887, 5569374, 870559]"
1395,"[6533608, 940947, 987006, 1082212, 906844]"
1396,"[988693, 857849, 947798, 999971, 6533765]"
1397,"[918046, 1092937, 1095040, 1117393, 6533765]"
1398,"[1011300, 1072523, 1107553, 1050741, 1119993]"
1399,"[849098, 986947, 907392, 877498, 12386079]"
1400,"[909396, 936924, 5582712, 1043751, 1103808]"
1401,"[1058997, 1106301, 1015694, 1135258, 1039975]"
1402,"[5592270, 821083, 1057260, 939636, 1000753]"
1403,"[1039156, 879755, 1075368, 906335, 1013928]"
1404,"[1054216, 912817, 1057315, 1050851, 1065538]"
1405,"[1031083, 1056509, 819978, 6034964, 849202]"
1406,"[996087, 971922, 5569327, 1135834, 826666]"
1407,"[1002771, 1112825, 885697, 1000707, 1129049]"
1408,"[882496, 1037417, 8090956, 1056964, 1018184]"
1409,"[1116050, 998558, 1075214, 1115576, 1021324]"
1410,"[1092937, 1051781, 844165, 1102959, 874972]"
1412,"[885290, 9677202, 1097239, 1122568, 1058754]"
1413,"[1051323, 846043, 892531, 981521, 9396767]"
1414,"[833351, 921744, 916767, 851287, 1118235]"
1415,"[1075470, 1077555, 902640, 1009368, 874972]"
1417,"[873964, 6773204, 918733, 999971, 10198378]"
1418,"[1129296, 862349, 956672, 954778, 948670]"
1419,"[873902, 1020682, 1110572, 843464, 1014732]"
1420,"[1106301, 879755, 849843, 5981267, 899019]"
1421,"[962229, 959985, 985893, 1092026, 904129]"
1423,"[5981267, 13008334, 986947, 860975, 9835223]"
1424,"[1082212, 1115576, 5568072, 1023226, 1091342]"
1425,"[845193, 1101010, 1048068, 1075470, 1021324]"
1426,"[844165, 1101173, 1082990, 971922, 901067]"
1427,"[996009, 1075175, 1058930, 1015296, 9524291]"
1428,"[1003188, 833025, 987724, 1067695, 6533765]"
1429,"[926909, 8119302, 849003, 990656, 948670]"
1430,"[885290, 1126899, 947798, 1089392, 906844]"
1431,"[1110572, 1013982, 934399, 1060292, 1021324]"
1432,"[852360, 1100379, 830156, 916993, 904997]"
1433,"[873627, 899624, 1121393, 15831255, 849202]"
1434,"[1075368, 908283, 8181477, 888476, 1004436]"
1435,"[863885, 883186, 8090532, 5707857, 904129]"
1437,"[877447, 945652, 926905, 1075470, 1021324]"
1438,"[962266, 1026235, 1028816, 6391381, 9677366]"
1439,"[1050851, 992650, 8090956, 911812, 874972]"
1440,"[890695, 1018740, 1092026, 1037840, 874972]"
1441,"[5569471, 991268, 843464, 871754, 1034176]"
1443,"[819927, 989101, 945662, 942077, 906844]"
1444,"[873627, 872137, 1016800, 7441210, 1015548]"
1445,"[8090509, 909714, 5568729, 865511, 921438]"
1446,"[6979427, 827332, 898847, 6391134, 981677]"
1447,"[1054216, 1019099, 972312, 879755, 6391137]"
1448,"[917033, 5582712, 1101010, 986912, 974156]"
1449,"[992622, 890610, 861445, 5590613, 1038663]"
1450,"[857006, 1082172, 849843, 9527417, 6533765]"
1451,"[862349, 9935616, 989275, 1014458, 1038663]"
1452,"[989101, 1110572, 1118533, 969205, 1013928]"
1453,"[1110572, 1005186, 854754, 824005, 970747]"
1454,"[5569374, 6514160, 1033142, 921504, 1108094]"
1456,"[929410, 1016276, 8090521, 1118533, 974156]"
1457,"[987724, 896938, 1070015, 999971, 836445]"
1458,"[962266, 879528, 933067, 931255, 874972]"
1459,"[948832, 934948, 977344, 820560, 874972]"
1460,"[995965, 9487885, 1006483, 845193, 860248]"
1461,"[1000753, 1070702, 5591490, 921504, 6533765]"
1462,"[885290, 6391381, 1011926, 820486, 1000753]"
1463,"[1037332, 9707137, 8090537, 6391497, 1038663]"
1464,"[819765, 837107, 893501, 1116821, 974156]"
1465,"[971922, 1075368, 1039156, 827656, 860248]"
1466,"[949294, 982790, 1082212, 1122358, 9655679]"
1467,"[1085604, 906262, 1110572, 999971, 860248]"
1470,"[1063739, 900842, 1113588, 1048483, 1008288]"
1471,"[879755, 882247, 913210, 1091365, 9704174]"
1473,"[1126899, 1104343, 10344585, 1093571, 1057749]"
1474,"[1053690, 856772, 13841744, 5570408, 849202]"
1475,"[1057260, 1027835, 919535, 9835509, 1048257]"
1476,"[907099, 1058997, 1088147, 870559, 1057749]"
1477,"[940947, 1097001, 986912, 1125278, 974156]"
1479,"[879755, 7154535, 928123, 1036486, 1013928]"
1480,"[1095700, 928486, 940726, 839849, 1014732]"
1481,"[885290, 1075470, 879755, 910032, 6533765]"
1483,"[1083446, 886481, 1108168, 864335, 6533765]"
1484,"[1058997, 1102949, 968936, 1036139, 1118623]"
1485,"[13842214, 1132771, 1075368, 1056509, 878715]"
1486,"[6533608, 1021116, 916767, 1038985, 878715]"
1487,"[940947, 8090440, 951197, 1070015, 1034176]"
1488,"[1110572, 1126899, 9881593, 885697, 10198378]"
1489,"[1065593, 1129576, 934427, 1029624, 1134483]"
1490,"[939636, 9297574, 969866, 8290421, 12262778]"
1491,"[901062, 928749, 1094924, 1003600, 1048257]"
1492,"[969866, 1052912, 1102959, 1105623, 948670]"
1493,"[7409957, 1051323, 1097001, 983078, 904129]"
1494,"[838797, 9677202, 865705, 824180, 836445]"
1495,"[12731544, 1058930, 986912, 927291, 831407]"
1496,"[1058930, 1048383, 1002771, 7433888, 900175]"
1498,"[1018050, 6039759, 862725, 969494, 6979634]"
1499,"[1088147, 8090532, 944486, 1018822, 12810464]"
1500,"[1104898, 1069979, 857849, 833556, 6533765]"
1501,"[1070820, 1006342, 6391381, 1106271, 874972]"
1502,"[1017195, 917654, 1042702, 971922, 1034176]"
1503,"[5585510, 5568228, 1116050, 849843, 6533765]"
1505,"[868764, 918046, 895930, 1005186, 849202]"
1506,"[959985, 1029624, 988697, 1058930, 1013928]"
1507,"[879755, 844165, 1097661, 5563693, 12262778]"
1508,"[1058997, 7025496, 932949, 909894, 904997]"
1509,"[1016800, 1042438, 1028422, 931255, 1055022]"
1510,"[986912, 1119399, 968936, 934697, 1048257]"
1511,"[1011300, 968932, 845193, 895930, 906335]"
1512,"[1085604, 5590613, 947798, 1407216, 904129]"
1513,"[1137346, 938300, 7462562, 819927, 983665]"
1514,"[1126899, 1006184, 949991, 888476, 906335]"
1515,"[1101010, 911454, 971922, 962229, 1034176]"
1517,"[1070820, 9677202, 921504, 911622, 906335]"
1518,"[1124029, 909268, 1082212, 819765, 1038663]"
1519,"[1070820, 862535, 8090521, 1055425, 878715]"
1520,"[968936, 932503, 5577022, 1102949, 849202]"
1521,"[919534, 883932, 871440, 1093413, 1013928]"
1522,"[1126870, 914318, 976214, 13158992, 904129]"
1524,"[1122568, 1040371, 5569374, 5578547, 1089246]"
1525,"[1070015, 827047, 985893, 885290, 904129]"
1526,"[7166723, 900586, 1036501, 8090537, 12810391]"
1527,"[5569471, 968936, 1101010, 938187, 1004436]"
1528,"[1075368, 1053690, 909268, 995965, 948670]"
1529,"[898847, 937791, 854754, 965530, 6533765]"
1530,"[936830, 1055504, 999104, 903800, 15972905]"
1531,"[9420312, 10457044, 1055853, 1037332, 1014732]"
1532,"[890610, 889649, 8090513, 1039156, 866488]"
1533,"[957736, 1126890, 971474, 868423, 1079913]"
1534,"[1070820, 881154, 947658, 1044805, 864893]"
1535,"[869047, 928049, 1138189, 837751, 1002787]"
1536,"[916990, 904236, 1075368, 5569471, 1108094]"
1537,"[1043494, 1015280, 1042544, 1028422, 6391137]"
1539,"[1033403, 881857, 1007136, 824193, 826666]"
1540,"[844165, 1083787, 911311, 1130777, 1013928]"
1541,"[849578, 925626, 1036501, 12263788, 860248]"
1542,"[821083, 8090521, 868161, 894439, 1013928]"
1543,"[1096573, 905539, 1037340, 1088191, 970747]"
1544,"[1131321, 983584, 1113141, 867931, 1069506]"
1545,"[1015694, 6463775, 1082212, 972931, 901067]"
1546,"[1139827, 1079023, 1059902, 932949, 1038663]"
1547,"[893501, 956813, 1023958, 904360, 6979253]"
1548,"[856252, 1053690, 1056973, 941741, 1134483]"
1549,"[986912, 950894, 912681, 860975, 6533765]"
1550,"[1113588, 999971, 827683, 871876, 6533765]"
1552,"[7433888, 916758, 997309, 908064, 9392953]"
1553,"[925626, 827570, 892008, 858302, 874972]"
1555,"[831559, 1005186, 856687, 1090884, 1119946]"
1556,"[873887, 842416, 1005274, 6391176, 948670]"
1557,"[1026118, 848071, 901776, 6391381, 919766]"
1558,"[1030093, 977347, 5569374, 1013389, 919766]"
1559,"[9392700, 821787, 1075368, 965842, 977927]"
1560,"[823704, 6424472, 1130375, 1092937, 9835223]"
1563,"[1039156, 1055504, 1028816, 1057260, 836445]"
1564,"[1046689, 988693, 1043494, 971922, 12262978]"
1565,"[1082212, 12757140, 1407216, 968936, 1000753]"
1566,"[976199, 943940, 877447, 896862, 1118623]"
1567,"[937626, 5573314, 8015407, 848071, 874972]"
1568,"[1051323, 1104343, 1126045, 1131438, 901067]"
1569,"[856827, 1093413, 905539, 1044805, 904997]"
1570,"[5569374, 962274, 1112825, 9483753, 1000753]"
1571,"[954966, 1043494, 1062128, 1009449, 1118946]"
1572,"[1126899, 9835509, 896085, 833724, 1021324]"
1574,"[977499, 1108168, 878637, 5981267, 10198378]"
1575,"[1119405, 916993, 901776, 932179, 871402]"
1576,"[1037863, 878445, 911162, 911812, 1041925]"
1577,"[997796, 1006483, 934427, 5569327, 849202]"
1578,"[931255, 1139827, 1063207, 900370, 12262830]"
1579,"[1093413, 8090532, 913210, 1125382, 938074]"
1580,"[1106301, 1005186, 1122085, 861445, 6533765]"
1581,"[1110142, 981716, 6463775, 965693, 1048257]"
1583,"[868764, 1128812, 1114653, 827683, 938138]"
1584,"[957736, 917407, 1062128, 1046587, 1134483]"
1585,"[13842090, 5569471, 1126899, 879506, 860248]"
1586,"[6391381, 870780, 1135681, 7154535, 906335]"
1587,"[953539, 898867, 1085604, 822407, 1055022]"
1588,"[6602697, 1005456, 936830, 1101980, 5590965]"
1589,"[1119051, 1056746, 919596, 970202, 860248]"
1590,"[1028891, 6533608, 6602697, 819927, 1021324]"
1591,"[916993, 862139, 895268, 854405, 849202]"
1592,"[1110764, 6979526, 1007136, 10344585, 1108094]"
1593,"[1005274, 1077048, 873203, 898121, 860248]"
1594,"[1110843, 929726, 1101010, 5981267, 6533765]"
1595,"[971922, 1006555, 860975, 1042544, 904129]"
1596,"[1046816, 1028816, 921406, 927291, 1004436]"
1597,"[12523928, 831536, 845109, 941883, 1013928]"
1598,"[986912, 1016800, 1091365, 12648296, 12262978]"
1599,"[1025611, 1002558, 901976, 820122, 1013928]"
1600,"[1108131, 1127758, 1093413, 969866, 1013928]"
1602,"[1006483, 1058997, 971983, 1127179, 849202]"
1604,"[832678, 944486, 879528, 986912, 15972298]"
1605,"[998206, 929726, 1005186, 1079023, 948670]"
1606,"[911622, 1075470, 1043494, 6513604, 883819]"
1607,"[835278, 862349, 8090536, 10344971, 1129296]"
1608,"[928092, 1026118, 1066893, 956672, 970747]"
1609,"[865705, 1137775, 5578547, 1047769, 1018818]"
1611,"[8181555, 825749, 1037840, 934639, 9655676]"
1612,"[1126899, 819765, 7025114, 936914, 1046562]"
1613,"[849843, 1122358, 1058930, 1044805, 829291]"
1614,"[1056651, 1009449, 995852, 895540, 9831557]"
1615,"[824915, 916381, 1082212, 6773204, 948670]"
1616,"[1101010, 825994, 1016800, 1105917, 849202]"
1617,"[910032, 1075470, 997796, 1127758, 874972]"
1618,"[1018050, 862349, 953561, 888431, 917384]"
1619,"[970160, 1075368, 1018050, 910439, 904997]"
1620,"[1110572, 8205218, 5590613, 1029252, 917384]"
1621,"[1092026, 7166861, 830887, 6773204, 1000753]"
1622,"[1062002, 1006342, 833351, 8090532, 948670]"
1623,"[948832, 910673, 1098066, 903230, 6533765]"
1624,"[986912, 997309, 848071, 871611, 1118946]"
1625,"[832513, 1042544, 1110843, 969866, 1000753]"
1627,"[880427, 934639, 1062966, 969945, 6533765]"
1629,"[881154, 1051323, 841228, 1072693, 12810464]"
1630,"[865026, 1107760, 1018740, 1040807, 948670]"
1631,"[983584, 1100658, 968936, 896974, 829291]"
1632,"[1070820, 909714, 916993, 6034964, 849202]"
1633,"[1028891, 1101010, 892573, 1109805, 948670]"
1634,"[838136, 844165, 907631, 819765, 1134483]"
1635,"[1009449, 1135044, 957951, 1062128, 919766]"
1636,"[1110572, 1085604, 1030455, 1010190, 863762]"
1637,"[971922, 1039156, 827999, 948298, 1069312]"
1638,"[850058, 926065, 846823, 999198, 948670]"
1639,"[903230, 865330, 1067695, 840601, 1038663]"
1640,"[895930, 12302069, 1075368, 8090532, 863762]"
1641,"[1076875, 1127758, 1125530, 1118012, 1119946]"
1642,"[895268, 845208, 970160, 1055504, 906844]"
1643,"[856060, 1102207, 1016800, 896085, 1065538]"
1644,"[1045586, 1014948, 943233, 7166861, 1134483]"
1647,"[1057102, 6979578, 887503, 1092885, 874972]"
1648,"[1028816, 1061220, 5568228, 1076580, 6533765]"
1649,"[970030, 1051516, 997309, 1011926, 919766]"
1650,"[944137, 1116821, 854754, 1091520, 874972]"
1651,"[954642, 1104343, 900802, 942778, 849202]"
1652,"[1092937, 1055155, 1075368, 8090536, 1004436]"
1653,"[904360, 999971, 1010190, 8177622, 6533765]"
1654,"[8090533, 910109, 887102, 1040935, 921438]"
1656,"[905436, 986912, 1094924, 9935616, 1103513]"
1657,"[1053690, 879506, 1006649, 1116635, 6533765]"
1658,"[885290, 1006184, 1070845, 907128, 833940]"
1659,"[1028816, 1006878, 989101, 1012284, 1119946]"
1660,"[5570408, 955854, 6602697, 869577, 1075765]"
1661,"[1057102, 839656, 865705, 990897, 824977]"
1662,"[880427, 1126899, 1055425, 944137, 970747]"
1663,"[9553042, 1062128, 947658, 1076875, 919766]"
1664,"[868764, 869577, 935993, 948670, 849202]"
1665,"[1083787, 986912, 6602697, 5568721, 829291]"
1666,"[1048462, 1122358, 889649, 988693, 6533765]"
1667,"[915493, 1089066, 844165, 1097001, 12731432]"
1668,"[835098, 1070538, 1062854, 906262, 969725]"
1670,"[922753, 1095700, 1124971, 860975, 12731432]"
1671,"[1126899, 903800, 858439, 1055504, 904129]"
1672,"[820122, 1029624, 925626, 1130777, 977927]"
1673,"[860248, 883932, 1036501, 972665, 1038663]"
1675,"[28897, 62804, 8240821, 170997, 864893]"
1676,"[1028816, 873887, 921406, 948495, 933361]"
1677,"[885290, 5569845, 1048462, 1006878, 882308]"
1678,"[945805, 873627, 8090536, 1137346, 851066]"
1679,"[906262, 1082212, 986912, 1133448, 6533765]"
1680,"[1058997, 909268, 820486, 1006649, 833940]"
1681,"[901776, 1075313, 9835509, 948298, 899019]"
1683,"[5569471, 993638, 5574377, 893501, 1110111]"
1684,"[885697, 1123022, 9881593, 1042544, 1134678]"
1685,"[1005274, 1049735, 1091365, 6602440, 863436]"
1686,"[1070782, 1022003, 953539, 8181477, 891901]"
1687,"[823099, 985386, 5995603, 1126899, 1000753]"
1688,"[1055155, 995055, 1139525, 995876, 899019]"
1689,"[860975, 6533765, 835300, 12810391, 866548]"
1690,"[832678, 912681, 6534077, 1131438, 1021324]"
1691,"[1067695, 944137, 895930, 873627, 1036495]"
1692,"[8291322, 1023958, 9553048, 1044188, 6533765]"
1693,"[6391381, 948495, 6391080, 5587656, 849202]"
1694,"[972931, 1108168, 918733, 954642, 6533765]"
1695,"[989101, 1102949, 1102959, 6533765, 1134483]"
1696,"[971922, 1117393, 1082212, 888543, 1048257]"
1697,"[965292, 856060, 901543, 5568489, 829291]"
1698,"[1038985, 1083446, 5585510, 1135834, 1013928]"
1699,"[993638, 1056509, 1089066, 1054216, 874972]"
1700,"[941856, 972143, 1029624, 930385, 836445]"
1701,"[997796, 5568378, 6534077, 1003600, 1018818]"
1702,"[1016800, 1083446, 1003487, 7409957, 917384]"
1703,"[1057260, 1039156, 1067695, 847049, 1038663]"
